test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,invoice_pdf,00:00:30,global information,60,20,40,0.67,18367.01,26738.6,35726.83,25575.42,31031.3,34799.62,35749.89,5547.63,0,0,0,0,1.33,51294.92,61032.03,71405,60817.41,65634.3,69730.3,71434.24,5810.43,0,0,0,0
